"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","poutcome","predicted_y","bmodtest1","bmodtest1_y"
"6651",34,0,1,3,0,2,0,0,0,0,113,2,0,"0","0","0"
"6652",33,6,1,6,0,2,0,0,1,1,98,3,1,"0","0","0"
"6653",35,3,1,2,0,0,0,0,3,3,280,2,1,"0","0","0"
"6654",38,0,0,3,0,2,0,0,4,4,554,1,0,"0","0","0"
"6655",34,9,2,7,0,2,0,0,1,2,320,2,2,"1","1","1"
"6656",30,9,1,5,0,2,0,0,6,0,156,4,1,"0","0","0"
"6657",54,1,1,0,0,0,0,0,6,1,50,1,1,"0","0","0"
"6658",55,5,1,6,0,0,0,0,7,2,483,2,2,"0","0","0"
"6659",38,7,2,3,0,2,2,0,6,2,456,1,0,"0","0","0"
"6660",42,4,1,6,0,0,0,1,6,3,554,1,1,"0","0","0"
"6661",55,5,1,5,0,2,0,0,7,3,102,1,1,"0","0","0"
"6662",39,7,2,3,1,0,0,1,6,2,302,2,1,"0","0","0"
"6663",51,7,1,3,0,2,0,1,3,2,158,3,1,"0","0","0"
"6664",51,9,1,1,1,0,0,1,4,0,527,2,1,"0","0","0"
"6665",41,1,1,5,1,2,0,0,0,0,74,2,0,"0","0","0"
"6666",40,4,1,6,0,2,0,1,6,2,345,2,1,"0","0","0"
"6667",51,0,0,5,0,0,2,0,0,1,554,3,1,"0","0","0"
"6668",46,0,1,6,0,2,0,0,1,2,164,1,1,"0","0","0"
"6669",43,7,0,5,0,0,0,0,6,0,196,2,1,"0","0","0"
"6670",55,1,0,1,0,2,0,0,7,2,104,3,1,"0","0","0"
"6671",55,0,1,1,0,2,0,1,6,3,36,5,1,"0","0","0"
"6672",47,2,1,5,1,1,1,1,4,2,36,3,1,"0","0","0"
"6673",26,1,2,2,0,1,1,0,4,1,128,1,2,"0","0","0"
"6674",55,5,0,5,0,2,0,0,5,3,554,1,0,"1","1","1"
"6675",28,2,1,2,1,0,0,1,6,2,73,1,1,"0","0","0"
"6676",32,7,2,2,0,0,0,0,3,4,554,1,1,"1","1","1"
"6677",30,9,1,5,0,2,0,0,1,3,149,1,1,"0","0","0"
"6678",31,0,2,6,1,2,0,0,1,3,64,1,1,"0","0","0"
"6679",49,7,1,3,0,0,0,0,1,1,212,1,1,"0","0","0"
"6680",38,9,1,3,0,2,2,0,3,2,36,5,1,"0","0","0"
"6681",35,9,1,5,0,2,0,0,9,2,447,1,0,"1","1","1"
"6682",47,11,1,7,0,2,0,0,3,4,133,1,1,"0","0","0"
"6683",55,1,1,0,1,0,2,0,7,1,68,2,1,"0","0","0"
"6684",31,1,2,2,0,0,0,0,7,3,58,1,1,"0","0","0"
"6685",34,0,1,6,1,0,0,0,3,4,183,1,1,"0","0","0"
"6686",28,1,2,2,0,0,0,0,3,0,66,2,1,"0","0","0"
"6687",38,0,1,6,0,0,0,0,3,0,188,5,1,"0","0","0"
"6688",29,0,2,6,0,2,0,0,0,4,216,1,1,"1","0","0"
"6689",43,1,1,2,0,0,0,0,6,3,322,4,1,"0","0","0"
"6690",29,0,2,7,0,2,0,0,3,1,179,4,1,"0","0","0"
"6691",48,1,1,2,0,2,0,1,6,0,167,2,1,"0","0","0"
"6692",33,10,2,6,0,0,0,0,7,2,153,1,0,"0","0","0"
"6693",36,0,2,6,0,2,0,0,1,0,472,1,1,"0","0","0"
"6694",44,9,1,5,1,0,2,0,1,1,554,1,1,"1","0","0"
"6695",48,1,1,2,0,2,0,0,1,1,554,2,1,"0","0","0"
"6696",55,5,1,3,0,2,2,0,3,0,308,2,1,"0","0","0"
"6697",46,9,1,5,0,0,2,0,1,3,166,2,1,"0","0","0"
"6698",55,0,0,6,1,2,0,0,1,1,36,2,1,"0","0","0"
"6699",36,6,1,1,1,0,0,0,1,1,233,5,1,"0","0","0"
"6700",43,0,1,6,0,2,0,1,6,3,554,1,1,"0","0","0"
"6701",34,1,1,2,1,2,2,1,6,4,554,1,1,"0","0","0"
"6702",33,0,0,6,0,0,2,0,6,2,201,5,1,"0","0","0"
"6703",33,10,0,5,0,0,0,0,1,1,197,4,1,"0","0","0"
"6704",55,5,1,1,0,0,0,0,1,3,460,2,1,"1","0","0"
"6705",55,5,1,6,0,2,0,0,1,2,344,1,0,"1","1","1"
"6706",32,1,1,2,0,0,0,1,4,0,93,2,1,"0","0","0"
"6707",55,1,1,5,0,2,0,1,6,1,554,4,1,"0","0","0"
"6708",35,2,0,6,0,0,0,1,6,3,124,1,1,"0","0","0"
"6709",36,0,1,6,1,2,0,0,1,2,120,1,1,"0","0","0"
"6710",32,0,0,6,0,2,0,0,3,2,151,1,1,"0","0","0"
"6711",38,6,1,2,0,2,0,0,6,4,155,5,1,"0","0","0"
"6712",38,0,2,6,0,2,0,0,6,1,103,2,1,"0","0","0"
"6713",37,1,1,1,0,0,0,0,6,3,75,5,1,"0","0","0"
"6714",47,9,0,3,0,2,0,0,3,2,335,2,1,"0","0","0"
"6715",54,1,0,3,1,0,0,0,3,0,86,2,1,"0","0","0"
"6716",45,3,1,3,1,0,0,0,7,4,289,3,1,"0","0","0"
"6717",28,1,2,2,0,0,0,0,3,0,554,1,1,"1","1","1"
"6718",28,0,1,6,0,2,0,0,4,2,73,1,0,"0","0","0"
"6719",31,7,1,3,1,0,2,1,4,2,62,5,1,"0","0","0"
"6720",47,1,1,0,0,0,0,0,1,2,82,1,1,"0","0","0"
"6721",26,7,2,3,0,0,0,0,3,0,554,5,1,"1","1","1"
"6722",31,0,2,6,0,2,0,0,3,1,202,4,1,"0","0","0"
"6723",32,2,0,3,0,2,0,0,6,2,318,3,1,"0","0","0"
"6724",55,5,0,3,0,2,0,0,8,1,130,4,0,"0","0","0"
"6725",26,0,2,3,0,2,0,0,3,4,111,1,1,"0","0","0"
"6726",39,1,1,1,0,0,0,0,6,4,110,2,0,"0","0","0"
"6727",40,10,0,6,0,2,0,0,3,4,554,2,1,"0","0","0"
"6728",33,0,1,6,0,0,0,0,1,3,75,2,1,"0","0","0"
"6729",36,2,1,6,0,0,2,1,6,0,180,1,1,"0","0","0"
"6730",53,1,1,1,0,0,0,0,4,2,554,3,0,"0","0","0"
"6731",30,10,1,3,0,0,0,0,7,3,145,1,1,"0","0","0"
"6732",38,9,1,5,0,0,0,0,1,1,554,1,0,"0","0","0"
"6733",31,0,1,6,0,2,2,0,7,3,64,1,1,"0","0","0"
"6734",30,8,2,7,0,0,0,0,5,2,101,1,2,"0","0","0"
"6735",43,2,1,0,0,2,0,0,7,3,145,2,1,"0","0","0"
"6736",34,9,2,6,0,2,0,1,1,2,313,1,1,"0","0","0"
"6737",43,4,1,3,0,2,2,1,4,0,304,2,1,"0","0","0"
"6738",49,1,1,0,1,2,0,0,1,2,205,1,1,"0","0","0"
"6739",55,5,1,0,0,0,0,0,1,4,50,2,1,"0","0","0"
"6740",30,1,2,2,0,2,2,1,6,1,163,4,1,"0","0","0"
"6741",55,5,1,0,1,2,0,1,6,2,163,1,1,"0","0","0"
"6742",26,0,2,6,0,2,2,0,6,4,163,2,1,"0","0","0"
"6743",43,1,1,1,0,2,0,1,7,2,36,4,1,"0","0","0"
"6744",55,5,0,0,0,2,2,0,0,2,554,1,2,"1","1","1"
"6745",35,0,2,3,0,0,0,1,6,3,339,4,0,"0","0","0"
"6746",49,4,1,6,0,0,0,0,4,1,164,1,1,"1","0","0"
"6747",47,0,0,3,0,0,0,0,1,3,204,5,1,"1","0","0"
"6748",38,9,2,5,0,0,0,0,3,2,36,5,1,"0","0","0"
"6749",32,1,1,2,0,0,0,0,7,3,55,1,1,"0","0","0"
"6750",32,3,1,0,0,0,0,0,1,2,200,5,1,"0","0","0"
"6751",46,0,1,6,0,0,0,0,5,3,269,3,1,"0","0","0"
"6752",53,7,1,3,1,0,0,1,6,2,554,2,1,"0","0","0"
"6753",30,9,1,5,0,0,2,1,6,0,393,2,1,"0","0","0"
"6754",47,1,1,1,0,2,2,1,6,2,93,1,1,"0","0","0"
"6755",54,0,1,3,0,2,0,0,7,1,287,1,1,"0","0","0"
"6756",38,0,2,2,0,0,2,1,4,0,111,3,1,"0","0","0"
"6757",33,6,1,2,0,2,0,0,3,1,181,2,1,"0","0","0"
"6758",55,5,1,3,0,0,0,0,6,3,256,1,1,"0","0","0"
"6759",55,5,1,6,1,0,0,0,1,1,144,1,1,"0","0","0"
"6760",31,9,1,6,0,2,0,0,1,2,95,1,1,"0","0","0"
"6761",45,1,1,0,1,2,0,0,3,3,315,2,1,"0","0","0"
"6762",32,4,0,6,0,0,0,0,7,4,77,1,1,"0","0","0"
"6763",35,1,1,1,0,2,0,1,6,1,312,1,1,"0","0","0"
"6764",35,1,1,2,1,0,0,0,6,2,91,1,0,"0","0","0"
"6765",33,7,1,3,0,2,0,1,6,0,263,5,1,"0","0","0"
"6766",31,9,2,5,0,2,2,0,6,1,187,1,0,"0","0","0"
"6767",31,0,2,6,0,0,0,0,1,1,65,4,1,"0","0","0"
"6768",36,0,0,6,0,2,0,1,4,0,112,3,1,"0","0","0"
"6769",35,0,1,6,1,2,0,0,3,3,403,1,1,"0","0","0"
"6770",48,4,1,6,0,2,0,0,3,1,248,3,1,"0","0","0"
"6771",29,0,2,6,0,2,2,0,3,2,258,1,1,"0","0","0"
"6772",31,0,1,6,0,2,0,0,7,2,86,1,1,"0","0","0"
"6773",41,10,1,2,0,2,0,0,0,1,263,1,1,"0","0","0"
"6774",39,1,2,0,0,0,2,1,4,0,396,4,1,"0","0","0"
"6775",33,7,2,3,0,0,2,0,6,1,171,2,1,"0","0","0"
"6776",36,9,2,5,1,0,0,1,6,4,554,1,1,"0","0","0"
"6777",55,0,2,3,0,0,0,1,6,0,93,2,1,"0","0","0"
"6778",42,0,1,5,1,2,0,0,1,2,133,1,1,"0","0","0"
"6779",34,9,1,6,1,2,0,0,1,2,36,1,1,"0","0","0"
"6780",34,6,1,6,0,2,0,0,7,4,213,5,1,"0","0","0"
"6781",42,0,1,5,0,2,0,1,7,2,90,1,1,"0","0","0"
"6782",41,9,1,2,1,0,0,1,4,4,102,1,1,"0","0","0"
"6783",26,0,2,3,0,0,0,1,4,2,463,1,1,"0","0","0"
"6784",32,0,2,6,0,2,0,0,8,4,197,2,1,"1","1","1"
"6785",49,1,0,0,0,2,0,1,6,0,114,4,1,"0","0","0"
"6786",33,9,1,6,0,0,0,1,7,4,91,2,1,"0","0","0"
"6787",39,1,1,1,1,0,0,1,6,2,231,1,1,"0","0","0"
"6788",41,9,2,5,1,0,2,0,1,3,102,3,1,"0","0","0"
"6789",27,0,2,6,0,0,0,0,6,1,409,1,2,"0","0","0"
"6790",55,5,1,0,0,0,0,1,6,4,88,2,1,"0","0","0"
"6791",45,1,1,2,1,0,0,1,6,0,275,1,1,"0","0","0"
"6792",31,0,2,6,1,0,2,0,1,2,116,1,1,"0","0","0"
"6793",47,9,1,6,0,2,0,0,1,4,345,5,1,"1","0","0"
"6794",27,0,1,3,0,2,0,0,3,1,290,2,1,"0","0","0"
"6795",55,3,1,0,1,2,0,1,6,0,554,2,1,"0","0","0"
"6796",42,2,2,6,0,2,0,1,4,0,491,1,1,"0","0","0"
"6797",35,9,2,5,0,0,0,0,1,3,513,2,1,"0","0","0"
"6798",51,1,1,0,1,0,0,0,3,1,554,2,1,"0","0","0"
"6799",43,1,2,2,0,2,0,1,4,4,354,5,1,"0","0","0"
"6800",36,4,2,6,0,2,0,1,6,4,145,3,1,"0","0","0"
"6801",43,9,1,3,0,0,0,0,6,0,223,1,2,"1","1","1"
"6802",30,9,1,3,0,2,0,1,6,2,212,5,1,"0","0","0"
"6803",35,0,1,3,0,0,2,1,6,1,114,2,1,"0","0","0"
"6804",45,1,1,2,0,0,0,0,1,4,325,1,1,"0","0","0"
"6805",50,9,1,6,0,2,0,0,3,0,367,1,1,"1","0","0"
"6806",31,8,2,6,0,2,0,0,3,2,324,1,1,"0","0","0"
"6807",31,0,2,6,0,1,1,0,3,4,61,2,1,"0","0","0"
"6808",55,5,1,2,1,2,0,1,6,2,554,3,1,"0","0","0"
"6809",47,4,1,0,1,2,0,1,4,3,100,3,1,"0","0","0"
"6810",32,0,2,2,1,0,0,1,6,2,44,3,1,"0","0","0"
"6811",33,9,2,6,0,0,0,0,1,3,302,3,1,"0","0","0"
"6812",33,1,2,0,0,2,2,0,6,4,409,2,1,"0","0","0"
"6813",29,0,2,6,0,2,0,1,3,4,73,5,1,"0","0","0"
"6814",26,0,2,3,0,2,0,0,3,0,64,2,1,"0","0","0"
"6815",41,0,1,3,0,2,2,0,3,1,76,3,1,"0","0","0"
"6816",26,1,2,3,0,0,0,0,3,2,228,1,1,"0","0","0"
"6817",37,1,1,2,0,1,1,1,4,2,94,4,1,"0","0","0"
"6818",37,10,1,5,1,2,2,1,4,2,135,1,1,"0","0","0"
"6819",44,0,1,6,1,0,0,1,6,0,165,5,1,"0","0","0"
"6820",33,1,1,2,0,2,0,1,7,1,309,3,0,"0","0","0"
"6821",35,4,1,3,0,2,0,1,4,2,405,2,1,"0","0","0"
"6822",44,1,1,0,1,2,0,1,4,1,299,4,1,"0","0","0"
"6823",50,1,0,2,0,2,0,1,4,3,288,2,1,"0","0","0"
"6824",29,4,2,6,0,0,2,0,1,3,264,1,1,"1","1","1"
"6825",44,11,1,3,1,2,0,1,3,4,195,3,1,"0","0","0"
"6826",46,4,1,2,1,0,0,0,3,1,83,5,1,"0","0","0"
"6827",38,1,2,0,0,2,0,1,6,1,403,2,1,"1","0","0"
"6828",38,9,2,5,0,2,0,0,3,3,170,3,1,"0","0","0"
"6829",44,2,1,6,0,2,0,0,7,0,554,4,1,"0","0","0"
"6830",55,0,0,2,1,2,0,1,6,2,42,3,1,"0","0","0"
"6831",31,2,1,1,0,2,0,1,6,3,256,5,1,"0","0","0"
"6832",39,2,2,1,0,2,0,1,6,2,77,2,1,"0","0","0"
"6833",30,9,2,5,0,2,0,0,1,0,445,1,1,"0","0","0"
"6834",43,6,0,6,0,0,0,1,6,3,87,1,1,"0","0","0"
"6835",29,1,1,0,0,0,2,1,4,1,164,1,1,"0","0","0"
"6836",55,0,1,5,0,2,0,0,0,2,554,1,1,"0","0","0"
"6837",37,9,2,6,0,0,0,1,4,4,190,3,1,"0","0","0"
"6838",29,0,1,3,0,2,0,0,4,3,379,2,2,"1","1","1"
"6839",38,9,2,6,0,2,0,0,0,0,456,1,0,"0","0","0"
"6840",35,7,0,3,0,2,2,0,0,0,107,1,1,"0","0","0"
"6841",48,7,1,2,0,0,0,0,3,4,271,5,1,"0","0","0"
"6842",55,4,1,6,0,0,0,1,6,4,350,2,1,"0","0","0"
"6843",55,1,1,0,0,2,0,0,0,0,248,2,1,"0","0","0"
"6844",34,1,1,2,0,2,0,1,6,0,229,5,1,"0","0","0"
"6845",36,0,2,6,0,0,0,1,6,0,147,5,1,"0","0","0"
"6846",55,9,1,5,0,0,0,0,0,1,376,2,0,"0","0","0"
"6847",53,1,1,0,1,0,0,0,1,0,523,1,1,"1","1","1"
"6848",35,1,1,3,0,2,0,0,7,4,554,1,1,"0","0","0"
"6849",46,7,0,3,0,2,0,0,3,4,554,1,1,"0","0","0"
"6850",30,6,1,6,0,0,0,0,6,1,107,4,1,"0","0","0"
"6851",48,4,1,6,0,2,2,0,1,3,144,1,1,"0","0","0"
"6852",38,1,1,1,0,1,1,1,6,4,131,3,1,"0","0","0"
"6853",40,4,0,6,1,2,0,1,4,2,209,1,1,"0","0","0"
"6854",30,0,1,1,0,2,2,0,3,2,53,1,1,"0","0","0"
"6855",30,0,2,6,0,0,0,0,7,3,266,2,0,"0","0","0"
"6856",39,0,2,3,0,0,0,1,4,4,36,1,1,"0","0","0"
"6857",45,2,1,6,1,0,0,1,4,4,262,5,1,"0","0","0"
"6858",40,1,1,2,0,2,2,1,4,3,179,2,1,"0","0","0"
"6859",45,9,0,5,1,2,2,0,7,4,136,1,0,"0","0","0"
"6860",43,4,2,6,0,2,0,0,8,3,205,1,1,"0","0","0"
"6861",55,5,2,0,0,0,2,1,3,0,93,5,1,"0","0","0"
"6862",48,11,1,7,1,2,0,0,3,3,198,4,1,"0","0","0"
"6863",40,4,1,1,1,2,0,1,4,4,229,5,1,"0","0","0"
"6864",33,9,1,6,0,2,0,0,3,2,258,5,1,"1","0","0"
"6865",51,1,1,2,1,0,2,0,6,4,36,2,1,"0","0","0"
"6866",29,9,1,6,0,2,0,1,3,2,258,1,1,"0","0","0"
"6867",45,4,0,6,0,2,2,0,3,3,192,1,1,"0","0","0"
"6868",46,9,2,5,0,0,0,0,1,2,128,1,1,"0","0","0"
"6869",42,9,1,3,0,0,0,1,4,2,554,1,1,"0","0","0"
"6870",31,7,1,2,0,0,0,0,0,1,74,2,1,"0","0","0"
"6871",47,0,0,3,0,0,0,0,6,3,324,1,1,"0","0","0"
"6872",45,0,0,6,0,0,2,0,4,4,79,1,2,"1","1","1"
"6873",45,0,1,6,0,2,0,0,6,0,259,1,1,"1","0","0"
"6874",36,1,1,2,0,0,0,0,6,2,189,3,1,"0","0","0"
"6875",55,3,1,0,0,2,0,0,0,1,554,1,1,"0","0","0"
"6876",48,0,2,6,0,0,0,0,7,1,76,1,1,"0","0","0"
"6877",31,0,1,3,0,2,0,1,4,3,166,2,1,"0","0","0"
"6878",34,0,0,3,0,0,0,0,7,3,492,2,2,"1","1","1"
"6879",46,2,1,2,0,0,0,0,1,0,169,1,1,"0","0","0"
"6880",34,6,2,6,0,2,0,1,6,4,148,2,1,"0","0","0"
"6881",54,9,0,6,0,0,0,0,6,4,91,2,1,"0","0","0"
"6882",27,0,2,6,0,2,0,0,6,2,172,1,1,"0","0","0"
"6883",39,1,1,1,0,0,0,1,6,4,488,5,1,"0","0","0"
"6884",36,1,1,2,0,1,1,0,6,0,68,5,1,"0","0","0"
"6885",36,0,1,3,0,2,2,1,4,4,208,1,1,"0","0","0"
"6886",51,9,1,5,0,2,0,1,6,1,220,2,1,"0","0","0"
"6887",41,7,1,3,1,2,2,1,6,1,146,3,1,"0","0","0"
"6888",35,9,2,6,0,2,0,0,0,1,79,1,1,"0","0","0"
"6889",31,1,1,1,0,2,0,0,7,1,107,1,0,"0","0","0"
"6890",52,7,1,1,0,0,2,0,3,1,161,2,1,"0","0","0"
"6891",34,1,1,2,0,2,0,0,3,3,554,4,1,"0","0","0"
"6892",30,9,2,5,0,2,0,0,1,3,171,5,1,"0","0","0"
"6893",36,0,1,6,0,2,0,1,6,0,336,2,1,"0","0","0"
"6894",36,0,2,6,0,0,0,0,7,2,554,2,1,"0","0","0"
"6895",28,9,2,5,0,2,0,0,7,4,296,1,0,"0","0","0"
"6896",55,9,2,6,1,2,0,0,1,2,95,1,1,"0","0","0"
"6897",32,7,1,3,0,0,0,1,6,2,175,1,1,"0","0","0"
"6898",34,1,1,7,1,1,1,1,6,0,298,2,1,"0","0","0"
"6899",38,0,1,3,0,2,0,0,8,2,82,1,0,"0","0","0"
"6900",34,0,2,6,0,0,0,0,6,1,75,5,1,"0","0","0"
"6901",26,7,2,3,0,2,0,0,0,3,114,1,1,"0","0","0"
"6902",27,9,2,3,0,0,0,1,4,3,187,2,1,"0","0","0"
"6903",43,2,1,3,0,0,0,1,4,2,554,5,1,"0","0","0"
"6904",34,1,2,2,0,0,0,0,3,4,218,3,1,"0","0","0"
"6905",48,2,1,6,1,2,0,0,7,1,50,1,0,"0","0","0"
"6906",35,4,1,6,0,2,0,0,7,4,130,3,1,"0","0","0"
"6907",52,9,1,5,0,0,0,0,3,0,221,2,1,"0","0","0"
"6908",35,9,1,5,0,2,0,0,1,1,207,3,1,"0","0","0"
"6909",30,9,2,5,0,2,0,0,4,3,76,3,1,"0","0","0"
"6910",39,9,2,6,1,2,0,0,8,0,217,1,1,"0","0","0"
"6911",31,1,1,2,0,2,2,1,6,1,554,2,1,"0","0","0"
"6912",53,0,1,6,0,0,0,1,4,1,541,5,1,"0","0","0"
"6913",46,0,1,6,0,2,0,1,4,0,193,5,1,"0","0","0"
"6914",46,1,2,1,1,2,0,0,3,1,47,1,1,"0","0","0"
"6915",26,4,2,6,0,2,0,1,6,4,126,4,1,"0","0","0"
"6916",52,9,1,5,0,0,0,1,6,1,160,5,1,"0","0","0"
"6917",51,4,1,6,0,2,0,0,1,2,244,1,1,"1","0","0"
"6918",31,0,1,6,0,0,0,1,0,4,118,3,1,"0","0","0"
"6919",45,9,1,5,0,2,2,0,7,0,52,2,1,"0","0","0"
"6920",37,7,1,3,0,0,0,1,6,1,63,1,1,"0","0","0"
"6921",39,3,1,0,0,0,0,0,3,4,94,1,1,"0","0","0"
"6922",39,7,2,3,1,0,0,1,6,2,206,1,1,"0","0","0"
"6923",55,0,2,7,0,0,0,0,3,0,137,5,1,"0","0","0"
"6924",37,6,1,5,0,0,2,1,6,0,254,1,1,"0","0","0"
"6925",48,1,1,2,0,2,0,0,6,4,368,1,1,"0","0","0"
"6926",49,0,1,2,0,2,0,0,1,1,161,4,1,"0","0","0"
"6927",55,7,0,3,1,2,0,0,6,3,36,5,1,"0","0","0"
"6928",36,1,1,2,0,0,2,1,6,0,298,3,1,"0","0","0"
"6929",33,0,1,5,0,2,0,0,1,0,130,2,1,"0","0","0"
"6930",34,0,2,6,0,2,0,0,1,1,347,3,1,"0","0","0"
"6931",28,1,2,3,0,0,0,0,3,3,139,1,1,"0","0","0"
"6932",41,7,0,3,0,2,2,1,6,4,60,1,1,"0","0","0"
"6933",26,1,2,2,0,2,0,0,6,1,165,1,1,"0","0","0"
"6934",31,4,1,6,0,0,0,0,7,1,369,1,1,"0","0","0"
"6935",31,0,3,3,0,0,0,1,6,1,182,5,1,"0","0","0"
"6936",29,9,2,3,0,0,0,0,7,3,155,2,1,"0","0","0"
"6937",34,9,2,6,0,0,0,0,3,3,173,1,1,"0","0","0"
"6938",41,0,2,6,1,0,0,0,1,3,121,1,1,"0","0","0"
"6939",44,7,1,3,1,2,0,0,7,0,46,1,1,"0","0","0"
"6940",46,0,1,3,0,2,0,0,1,2,91,5,1,"0","0","0"
"6941",45,0,1,6,0,0,0,0,3,2,252,1,1,"0","0","0"
"6942",33,7,1,3,0,0,0,0,6,2,192,1,0,"0","0","0"
"6943",55,2,0,3,0,0,0,1,6,0,143,1,1,"0","0","0"
"6944",41,0,0,3,0,2,0,0,7,0,199,2,1,"0","0","0"
"6945",32,9,1,6,0,2,0,0,1,2,228,2,1,"0","0","0"
"6946",47,9,2,3,0,0,0,0,1,1,160,1,1,"0","0","0"
"6947",51,0,1,6,0,0,0,0,1,3,69,2,1,"0","0","0"
"6948",42,0,2,2,1,0,2,1,6,4,408,1,1,"0","0","0"
"6949",40,0,1,3,0,2,2,1,6,0,554,2,1,"0","0","0"
"6950",48,1,1,2,1,2,0,0,3,2,122,1,1,"0","0","0"
"6951",39,0,0,3,0,0,0,0,3,3,121,5,1,"0","0","0"
"6952",37,6,2,6,0,2,0,0,1,3,121,1,1,"0","0","0"
"6953",34,7,0,1,1,0,0,0,6,4,79,3,1,"0","0","0"
"6954",42,1,1,0,1,2,0,1,6,4,191,4,1,"0","0","0"
"6955",35,9,1,3,0,0,0,0,1,2,554,1,1,"0","0","0"
"6956",41,1,1,0,1,0,0,1,6,4,36,1,1,"0","0","0"
"6957",44,0,1,2,0,2,0,0,6,0,133,1,1,"0","0","0"
"6958",36,7,1,3,1,0,0,1,6,0,358,4,1,"0","0","0"
"6959",41,4,1,6,0,0,0,1,6,1,97,2,1,"0","0","0"
"6960",55,0,2,6,0,2,0,0,3,3,69,1,1,"0","0","0"
"6961",39,0,1,3,1,2,0,1,4,1,252,5,1,"0","0","0"
"6962",43,2,1,5,0,0,0,0,7,3,63,1,1,"0","0","0"
"6963",43,1,1,0,0,0,0,0,6,3,217,2,1,"0","0","0"
"6964",47,0,1,6,0,2,0,0,7,1,58,1,1,"0","0","0"
"6965",35,0,1,6,0,2,0,0,7,2,333,2,2,"1","1","1"
"6966",27,0,1,3,0,0,0,0,3,2,88,1,1,"0","0","0"
"6967",29,1,1,0,0,0,0,0,7,4,219,2,1,"0","0","0"
"6968",49,1,1,0,1,0,0,1,6,0,187,1,1,"0","0","0"
"6969",32,0,1,6,0,2,0,0,1,4,80,2,1,"0","0","0"
"6970",41,1,1,2,0,2,0,0,6,3,253,1,1,"0","0","0"
"6971",35,9,2,5,0,0,2,0,1,1,50,1,1,"0","0","0"
"6972",49,0,1,3,0,2,2,0,1,3,120,4,1,"0","0","0"
"6973",48,0,1,3,0,2,0,1,4,1,54,1,1,"0","0","0"
"6974",36,0,1,6,0,2,2,0,3,1,554,2,1,"0","0","0"
"6975",49,0,1,3,0,2,0,0,0,2,216,2,1,"0","0","0"
"6976",31,10,0,7,0,2,0,0,4,0,227,1,1,"1","1","1"
"6977",35,0,2,0,1,0,0,1,4,2,117,2,1,"0","0","0"
"6978",55,5,0,2,0,2,0,0,3,0,247,2,1,"0","0","0"
"6979",55,0,1,6,1,0,0,1,6,3,123,2,1,"0","0","0"
"6980",36,7,2,3,0,0,2,0,3,3,257,5,1,"0","0","0"
"6981",40,0,2,3,0,0,2,1,4,3,36,1,1,"0","0","0"
"6982",53,4,1,6,1,0,0,1,4,3,68,1,1,"0","0","0"
"6983",55,3,0,0,1,0,0,0,3,3,277,1,1,"0","0","0"
"6984",33,9,1,5,0,2,2,0,6,0,62,2,1,"0","0","0"
"6985",51,0,0,6,0,0,0,1,6,1,122,5,1,"0","0","0"
"6986",26,3,2,3,1,2,0,0,3,2,185,1,1,"0","0","0"
"6987",42,9,1,3,0,0,0,0,7,1,103,2,0,"0","0","0"
"6988",38,0,1,6,0,0,0,1,6,0,124,4,1,"0","0","0"
"6989",38,2,1,0,0,0,0,0,6,3,184,1,0,"0","0","0"
"6990",55,5,1,3,0,0,0,0,7,1,36,1,1,"0","0","0"
"6991",44,1,1,7,1,2,0,0,1,2,68,2,1,"0","0","0"
"6992",53,1,0,0,0,0,0,0,3,3,64,1,1,"0","0","0"
"6993",42,1,1,0,0,2,0,0,0,0,486,1,0,"0","0","0"
"6994",32,2,1,1,0,0,0,1,6,3,465,5,1,"0","0","0"
"6995",48,1,1,2,1,2,0,0,6,4,68,1,1,"0","0","0"
"6996",44,1,1,2,1,1,1,1,6,4,199,1,1,"0","0","0"
"6997",54,5,0,5,0,2,0,1,6,2,242,5,1,"0","0","0"
"6998",38,7,1,3,0,0,0,0,0,1,250,2,1,"0","0","0"
"6999",28,0,2,3,0,0,0,0,0,2,554,1,1,"1","0","0"
"7000",44,1,1,0,0,2,0,1,4,0,113,1,1,"0","0","0"
"7001",49,2,1,6,0,0,0,0,3,3,114,3,1,"0","0","0"
"7002",33,9,2,5,0,0,0,0,1,1,176,2,1,"0","0","0"
"7003",42,1,1,0,0,2,0,0,6,3,442,2,1,"0","0","0"
"7004",44,4,1,6,0,0,0,0,0,1,44,2,1,"0","0","0"
"7005",39,0,2,6,0,0,0,0,6,4,68,1,0,"0","0","0"
"7006",55,5,0,0,0,2,0,0,8,1,102,3,2,"0","0","0"
"7007",38,9,2,6,0,2,0,1,4,1,104,2,1,"0","0","0"
"7008",35,1,1,2,1,2,2,0,6,0,153,1,0,"0","0","0"
"7009",33,0,0,6,0,0,0,0,1,4,259,2,1,"0","0","0"
"7010",48,1,1,1,0,2,0,0,6,3,554,3,1,"0","0","0"
"7011",33,0,1,6,0,2,0,0,7,3,510,1,0,"0","0","0"
"7012",55,0,2,6,1,0,2,0,7,0,143,1,1,"0","0","0"
"7013",29,1,0,3,0,2,0,0,6,0,144,1,0,"0","0","0"
"7014",49,1,0,1,1,2,0,0,3,1,364,3,1,"0","0","0"
"7015",43,1,1,7,0,2,0,0,6,3,128,5,1,"0","0","0"
"7016",32,0,2,6,0,0,0,0,8,4,371,1,1,"0","0","0"
